timestamp,temp_scaled,humidity_scaled,sensor_S1,sensor_S2,sensor_S3,sensor_S4
2025-04-01 00:00:00,-0.4204782744669066,0.9600758185461223,False,False,True,False
2025-04-01 00:30:00,-0.6635321977227916,0.950017960483211,False,False,False,True
2025-04-01 01:00:00,-0.6002748362462291,0.9830873287514911,True,False,False,False
2025-04-01 01:30:00,-0.49485707013023006,1.0402121292041262,False,False,True,False
2025-04-01 02:00:00,-0.3077258715343055,1.1445403329046613,False,False,True,False
2025-04-01 02:30:00,-0.2708955253568206,1.1304499061255617,False,False,False,True
2025-04-01 03:00:00,-0.2979367155133541,1.2692214256234882,True,False,False,False
2025-04-01 03:30:00,-0.10331326461414884,1.1973191214803527,True,False,False,False
2025-04-01 04:00:00,0.05799890012886661,1.1978645714107914,False,False,True,False
2025-04-01 04:30:00,0.1102168160856736,1.207097988012501,False,True,False,False
2025-04-01 05:00:00,-0.022735452698313233,1.1433081327358328,False,False,True,False
2025-04-01 05:30:00,0.1264192835060424,1.1874183329582042,False,False,True,False
2025-04-01 06:00:00,0.26281799640012315,1.0594220804799752,False,False,True,False
2025-04-01 06:30:00,0.45070420085038626,1.147250131900168,False,False,True,False
2025-04-01 07:00:00,0.34981498981087145,1.123793380021398,False,False,False,True
2025-04-01 07:30:00,0.33713757947229805,1.1380777449319357,True,False,False,False
2025-04-01 08:00:00,0.3970373419205876,1.1393402091118652,False,False,False,True
2025-04-01 08:30:00,0.25856427160818707,1.1298270229122624,False,False,False,True
2025-04-01 09:00:00,0.321190599613577,1.1855779513474447,False,False,False,True
2025-04-01 09:30:00,0.2977708384029038,1.2213213695753549,False,False,True,False
2025-04-01 10:00:00,0.40442194384029584,1.289287459265381,False,True,False,False
2025-04-01 10:30:00,0.4521267183716152,1.2617942900350383,True,False,False,False
2025-04-01 11:00:00,0.3940432754948478,1.176542871587651,False,True,False,False
2025-04-01 11:30:00,0.5264901047645593,1.164749043702727,False,False,False,True
2025-04-01 12:00:00,0.5003702485163134,1.1343618768897865,False,False,False,True
2025-04-01 12:30:00,0.43270930051886697,1.1279315099270912,False,True,False,False
2025-04-01 13:00:00,0.44651755594298637,1.0540785648804676,False,True,False,False
2025-04-01 13:30:00,0.5331858604333602,0.996579840691275,False,True,False,False
2025-04-01 14:00:00,0.8656913245268688,1.0874006619631924,False,False,False,True
2025-04-01 14:30:00,0.943952596237601,1.0534577952517539,False,False,False,True
2025-04-01 15:00:00,1.0204401492573685,1.0078760526631751,True,False,False,False
2025-04-01 15:30:00,1.1065289613165419,0.9252464665560723,True,False,False,False
2025-04-01 16:00:00,0.9588497031635702,0.8761487432881672,False,False,False,True
2025-04-01 16:30:00,0.932407906741115,0.8929427072600435,False,True,False,False
2025-04-01 17:00:00,0.7736512551987236,0.8257267932599444,False,True,False,False
2025-04-01 17:30:00,0.9957068947703359,0.8635350656697536,True,False,False,False
2025-04-01 18:00:00,0.9603219504421656,0.8626669294145858,False,False,False,True
2025-04-01 18:30:00,0.9994447926229103,0.829602367840818,True,False,False,False
2025-04-01 19:00:00,1.17659792983426,0.8339893212881409,True,False,False,False
2025-04-01 19:30:00,1.0695004857490646,0.7045120766966089,False,False,True,False
2025-04-01 20:00:00,1.1671769847178042,0.6259365853428074,False,False,True,False
2025-04-01 20:30:00,1.002245742242041,0.5208244349291081,False,False,True,False
2025-04-01 21:00:00,1.0858694993899893,0.3994597980679836,False,True,False,False
2025-04-01 21:30:00,0.9627472407620087,0.3794932169115754,False,False,False,True
2025-04-01 22:00:00,1.0839034683349527,0.2395595446660052,False,False,False,True
2025-04-01 22:30:00,1.0471210609328276,0.32294522825670635,False,False,False,True
2025-04-01 23:00:00,0.9779546952440633,0.19132443567098975,False,False,False,True
2025-04-01 23:30:00,1.092242698240832,0.07325577722274942,False,False,True,False
