date,closing_price,volume_log,1_day_return,7_day_return,is_outlier
2024-01-01,150.99,10.584663361314853,,,False
2024-01-02,151.72,11.579368421518943,0.004834757268693313,,False
2024-01-03,154.0,11.657294171200013,0.015027682573161005,,False
2024-01-04,158.01,11.197735153101846,0.026038961038961084,,False
2024-01-05,158.48,11.838719463020576,0.002974495285108514,,False
2024-01-06,158.92,12.404054274145249,0.0027763755678948954,,False
2024-01-07,162.93,13.88618707798593,0.025232821545431827,,False
2024-01-08,165.26,12.174581978438804,0.014300619898115707,0.09450957017020989,False
2024-01-09,165.05,12.25755442215383,-0.001270724918310373,0.08785921434220945,False
2024-01-10,166.79,11.925558157794692,0.01054225992123592,0.08305194805194804,False
2024-01-11,166.45,10.08125709796202,-0.002038491516277996,0.05341434086450225,False
2024-01-12,166.02,11.97349094467555,-0.002583358365875532,0.047576981322564604,False
2024-01-13,166.91,12.06023729730663,0.0053607999036260345,0.05027686886483762,False
2024-01-14,163.4,14.463242398225077,-0.02102929722604996,0.0028846744000490254,False
2024-01-15,160.16,11.80764521477366,-0.019828641370869038,-0.030860462301827374,False
2024-01-16,159.16,12.301550993011704,-0.006243756243756282,-0.03568615571039091,False
2024-01-17,157.16,11.965293242764613,-0.01256597134958537,-0.05773727441693144,False
2024-01-18,157.71,10.831351060762898,0.0034996182234665607,-0.05250826073896053,False
2024-01-19,155.71,13.142824611300972,-0.012681504026377577,-0.06210095169256713,False
2024-01-20,152.61,12.75193717394068,-0.019908804829490645,-0.08567491462464794,False
2024-01-21,137.54,12.79103588386769,-0.09874844374549518,-0.1582619339045288,False
2024-01-22,137.54,11.09062950945059,0.0,-0.14123376623376627,False
2024-01-23,137.54,13.402795734057147,0.0,-0.13583815028901736,False
2024-01-24,137.54,10.598183533085924,0.0,-0.12484092644438793,False
2024-01-25,137.54,12.586859057617797,0.0,-0.12789296810601747,False
2024-01-26,148.03,14.190455975659019,0.07626872182637778,-0.049322458416286685,False
2024-01-27,144.9,11.009472595533651,-0.021144362629196722,-0.05052093571849814,False
2024-01-28,144.77,11.433709082462661,-0.0008971704623877974,0.05256652610149781,False
2024-01-29,142.64,12.099656016825683,-0.014712993023416665,0.037080122146284644,False
2024-01-30,141.1,11.496531820483794,-0.010796410544026913,0.02588337938054397,False
2024-01-31,138.92,12.153731433847984,-0.015450035435861098,0.010033444816053505,False
2024-02-01,141.63,12.153731433847984,0.019507630290814815,0.02973680383888322,False
2024-02-02,140.6,12.153731433847984,-0.007272470521782148,-0.050192528541511905,False
2024-02-03,137.49,12.153731433847984,-0.022119487908961455,-0.05113871635610767,False
2024-02-04,138.16,12.153731433847984,0.004873081678667512,-0.045658630931822985,False
2024-02-05,134.77,13.549935644876111,-0.024536768963520417,-0.05517386427369586,False
2024-02-06,134.27,11.216754127122462,-0.003710024486161645,-0.04840538625088575,False
2024-02-07,129.47,11.677948257185854,-0.035748864228792865,-0.06802476245321043,False
2024-02-08,126.0,12.813520315500082,-0.026801575654591736,-0.11035797500529543,False
2024-02-09,125.63,10.769158447409916,-0.002936507936508015,-0.10647226173541957,False
2024-02-10,126.42,12.22746714238433,0.006288306933057486,-0.08051494654156666,False
2024-02-11,126.15,13.307145238499386,-0.0021357380161366457,-0.08692819918934558,False
2024-02-12,125.38,10.392558244499089,-0.006103844629409494,-0.0696742598501151,False
2024-02-13,124.33,12.184639589807633,-0.008374541394161716,-0.07402993967379168,False
2024-02-14,121.02,12.259888256201789,-0.026622697659454686,-0.06526608480729124,False
2024-02-15,119.32,12.781826089646962,-0.014047264914890167,-0.05301587301587307,False
2024-02-16,118.24,10.763080940731738,-0.00905129064699961,-0.05882352941176472,False
2024-02-17,120.29,10.679573243881636,0.017337618403247657,-0.04848916310710327,False
2024-02-18,121.02,12.521944865596303,0.00606866738714773,-0.040665873959571996,False
2024-02-19,117.63,12.296991378850784,-0.028011898859692574,-0.061812091242622436,False
2024-02-20,500.0,12.250496146832097,3.250616339369209,3.0215555376819756,True
2024-02-21,118.07,12.346451788702076,-0.76386,-0.02437613617583878,False
2024-02-22,117.14,11.319983713014098,-0.00787668332345215,-0.018270197787462195,False
2024-02-23,118.88,12.232256828103592,0.014854020829776271,0.005412719891745521,False
2024-02-24,121.53,12.293075689151747,0.022291386271870772,0.01030842131515497,False
2024-02-25,124.07,11.285660934071716,0.0209001892536822,0.025202445876714608,False
2024-02-26,123.13,13.865775824111823,-0.0075763681792536675,0.04675677973306125,False
2024-02-27,123.32,12.473837684141596,0.0015430845447901298,-0.75336,False
2024-02-28,124.84,10.808717337050858,0.012325656827765208,0.05733886677394784,False
2024-02-29,127.7,12.656555732689956,0.022909323934636294,0.09014854020829777,False
2024-03-01,127.69,11.025327967323445,-7.83085356304003e-05,0.0741083445491253,False
2024-03-02,128.29,12.787086426144864,0.004698880100242775,0.05562412573027231,False
2024-03-03,127.07,13.158596941158255,-0.009509704575570987,0.024179898444426584,False
2024-03-04,125.67,11.179325100573443,-0.011017549382230207,0.020628603914562005,False
2024-03-05,128.3,12.963379369174579,0.020927826848094355,0.04038274408044118,False
2024-03-06,132.0,12.412785956653062,0.02883865939204977,0.05735341236783076,False
2024-03-07,132.82,12.822063365860924,0.006212121212121113,0.040093970242756294,False
2024-03-08,135.76,13.896793726716973,0.02213522059930728,0.06319993734826523,False
2024-03-09,137.37,11.754615953571017,0.011859163229228198,0.07077714552965952,False
2024-03-10,136.92,11.246274023679085,-0.0032758244158114236,0.07751632958211996,False
2024-03-11,138.43,11.110505715048024,0.011028337715454528,0.10153576828200839,False
2024-03-12,142.23,11.184199151080954,0.027450697103228894,0.10857365549493347,False
2024-03-13,142.8,11.922907025203122,0.004007593334739656,0.08181818181818201,False
2024-03-14,146.5,12.34115845442352,0.02591036414565817,0.1029965366661647,False
2024-03-15,141.74,12.276694190008945,-0.03249146757679178,0.04404832056570429,False
2024-03-16,143.78,12.827186623190288,0.014392549738958538,0.046662298900779,False
2024-03-17,144.25,12.013009605004129,0.0032688830157183713,0.05353491089687412,False
2024-03-18,143.86,13.453535880930637,-0.002703639514731293,0.03922560138698272,False
2024-03-19,144.15,11.735348756959954,0.002015848741832249,0.01349926175912275,False
2024-03-20,140.17,14.720169502128677,-0.027610128338536377,-0.018417366946778868,False
2024-03-21,10.0,12.625670744104251,-0.9286580580723407,-0.931740614334471,True
2024-03-22,140.16,11.14286128391248,13.016,-0.011147170876252388,False
2024-03-23,142.82,10.929116877017318,0.018978310502283158,-0.0066768674363612,False
2024-03-24,141.4,12.482476355685268,-0.009942585072118648,-0.019757365684575312,False
2024-03-25,139.31,11.77654279018293,-0.014780763790664841,-0.03162797163909359,False
2024-03-26,137.74,12.714004085182829,-0.011269829875816484,-0.04446756850502942,False
2024-03-27,138.93,12.473240737734248,0.008639465659938894,-0.008846400799029652,False
2024-03-28,138.88,11.927178512444645,-0.00035989347153253526,12.888,False
2024-03-29,137.04,11.153217354199793,-0.013248847926267349,-0.022260273972602773,False
2024-03-30,137.22,10.48517230524678,0.0013134851138354442,-0.039210194650609154,False
2024-03-31,136.53,11.55349142671689,-0.005028421512898951,-0.034441301272984504,False
2024-04-01,137.54,12.856401047656448,0.007397641543982925,-0.012705476993755016,False
2024-04-02,135.17,12.214100337217403,-0.017231350879744145,-0.01865834180339787,False
2024-04-03,133.53,10.754279302177588,-0.01213286971961225,-0.03886849492550204,False
2024-04-04,131.75,12.173187818194396,-0.013330337751816135,-0.0513392857142857,False
2024-04-05,127.82,12.385322823799642,-0.02982922201138527,-0.06727962638645646,False
2024-04-06,127.42,11.116157427465051,-0.0031294007197620877,-0.07141816061798567,False
2024-04-07,126.97,12.153731433847984,-0.003531627687961114,-0.07002124075294813,False
2024-04-08,126.04,12.058216281536394,-0.007324564857840388,-0.08361204013377921,False
2024-04-09,124.66,10.857054801145617,-0.010948905109489093,-0.0777539394836132,False
